date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,8.603270989000665,1.8970376742761217,1.1682698131490235,0.8201504874875873,4.186853240936245,1.5068793792161437,26.789417756280237
2016-07-01 01:00:00,4.2912321339952975,1.3759514885267148,0.11197880205595245,0.7417142164984939,4.040390046156596,1.398885250997814,29.032439848258047
2016-07-01 02:00:00,3.9967311265647423,0.9568203472679855,1.38747571440904,1.1449412945614266,3.5345356371200243,1.1069557142944455,29.8162312642269
2016-07-01 03:00:00,6.350767561484821,1.6679656810409629,1.1086301218923154,0.5945111164168725,3.4755255564519905,1.3578051677591907,23.986235482510978
2016-07-01 04:00:00,5.422301890715248,2.305584698549329,-1.4135059406422856,0.4803173643893511,3.8160765262037346,1.2778622843224028,20.244892714009605
2016-07-01 05:00:00,5.57917460742231,2.068150239933308,-1.4581827399344667,-0.21986229620735132,3.994203782976645,1.2521773787082062,22.02165733947665
2016-07-01 06:00:00,7.1018212528649665,3.4591631017817477,0.5920304460625891,0.8014138350796112,4.711516642713949,1.9980920117904755,24.09697230788792
2016-07-01 07:00:00,8.169174934249307,2.5695611993028553,2.1833590551935247,1.1649469273832234,4.416050860064496,2.1019857006651534,23.137318190115135
2016-07-01 08:00:00,2.8826301529112466,2.705605181331689,3.60495426426857,1.3705219778396647,2.346155566534124,1.532558150678286,21.555506485355203
2016-07-01 09:00:00,2.550383744305476,2.320356020710908,2.0423889108320346,1.2287220902169098,2.329760194512057,1.3098921133056551,16.537939323922163
2016-07-01 10:00:00,6.592454541506667,2.2346287193245913,3.6578005005218666,1.2528535850420852,3.2391347597754203,1.5861916329274186,24.223226997046112
2016-07-01 11:00:00,5.661937160244487,3.0421672127437427,2.9352856264167086,0.39171460921816664,3.7882751795271634,1.4652793494502914,24.766046695896627
2016-07-01 12:00:00,5.277721514834324,3.0342722658054164,1.9521525911266504,0.2972033250922165,2.669941570801676,1.6828015867113408,19.535580616017565
2016-07-01 13:00:00,2.3392688360102527,2.410903676211068,2.881887715418385,1.7528238791448607,2.9164771957089384,1.5399662513129746,15.062635419716074
2016-07-01 14:00:00,3.7356217757949643,4.081890610005462,5.1770178519568955,1.8856576706815966,2.863860738551095,1.4443957291581393,19.823498885538566
2016-07-01 15:00:00,7.780794181056567,3.3307315649563924,3.963043621298032,1.4552345098728483,2.51758113127012,1.5545009981172209,19.895181454637992
2016-07-01 16:00:00,3.117708590764475,2.7716979518759266,1.7039666669979598,0.4783057380156167,2.600188816547985,1.505661953340726,24.041655322358906
2016-07-01 17:00:00,7.113105001782203,1.9604322491538309,2.163759613646602,0.3729707416533394,2.8531430427544877,1.3071421100961766,16.459365478698796
2016-07-01 18:00:00,6.975059561836617,3.026367001061727,3.82434611371154,1.5312970932826924,3.0187501326064297,1.335705301023768,20.99524561409619
