date,0,1,2,3,4,5,6,OT
1990/1/1 0:00,0.7932066359491441,1.6293570271482916,0.8479127857625889,0.6448145045383762,0.21148413827162618,0.006858078854275574,0.5182739149538987,0.5811170472962394
1990/1/2 0:00,0.7873110443846755,1.6144414478693343,0.8766442973771472,0.6258338749666401,0.21127587699314426,0.006618997355188519,0.5286770919292892,0.588563777656114
1990/1/3 0:00,0.7967800681632543,1.6127026025975926,0.880601396558596,0.6633407273803826,0.2143386930954729,0.006874343173365054,0.5199183632700928,0.5971012210374314
1990/1/4 0:00,0.7571394680449154,1.6266396183099834,0.8660999930886799,0.6436406442546696,0.21101921923224282,0.006989029312250409,0.5272244189352816,0.6063226764438219
1990/1/5 0:00,0.7923175947772291,1.6518883512074036,0.8752129310722194,0.6377416102091213,0.21266221952714923,0.006851509613166709,0.5212549399770172,0.6147947022261641
1990/1/6 0:00,0.7719785463216793,1.6609111109931107,0.8834379174409202,0.6529537257090127,0.2075220314976642,0.0066569212994605454,0.5182144540443059,0.6035557689470293
1990/1/7 0:00,0.7677748550133082,1.6461914238745892,0.8711666786682729,0.6484707817185139,0.2105375204553301,0.006914217582762385,0.545268218621646,0.6030429628038205
1990/1/8 0:00,0.8012092022348215,1.6828528933998441,0.8700524471609266,0.6664255389951496,0.20653729098916343,0.006948984873395109,0.524745361449146,0.6149390224649508
1990/1/9 0:00,0.7994825464497931,1.6470059131544705,0.8512824206948568,0.6494252215913137,0.2103509568508987,0.006762819122067322,0.5227301404214887,0.5950780664835936
1990/1/10 0:00,0.7941768288531402,1.6699658598203442,0.8726865991188367,0.6636157862141326,0.2107756966434053,0.006634418018150612,0.5277433850752825,0.6027487154049121
1990/1/11 0:00,0.810714302754228,1.6592038979006336,0.8610559757942127,0.6654057938815882,0.20973483680476773,0.006832204562864574,0.5226869562560962,0.6088100257429664
1990/1/12 0:00,0.7892326381072711,1.6396326249647974,0.8665623922470067,0.6615197625596754,0.21413058661847614,0.006943022979731729,0.5365134808866282,0.5996224884592146
1990/1/13 0:00,0.7612842705714549,1.644350439950084,0.8578936115898467,0.6463675021456158,0.2126304308267794,0.006664501772607416,0.5217106955626539,0.6270869239702883
1990/1/14 0:00,0.7936953408258433,1.6514308702165101,0.8578484510338691,0.6598641900729707,0.21340103755734932,0.00683506467549525,0.539148467778495,0.6122779895743158
1990/1/15 0:00,0.7625608074780426,1.633408958369384,0.8542800839064548,0.6779084256713633,0.21328510641879542,0.006744185472081297,0.548970500050425,0.6245385187282936
1990/1/16 0:00,0.7884707729082922,1.595947507039022,0.8422879907322534,0.6748106491941044,0.21478239025019627,0.006870644257104806,0.5223309679420155,0.6125231839627572
1990/1/17 0:00,0.7522057985493066,1.661247034195039,0.8360706929033859,0.6768573733028979,0.20982780708609983,0.00695787880038185,0.5241348140828892,0.5987574805237567
1990/1/18 0:00,0.7694572365549197,1.654985986231013,0.8371644470600328,0.6554408377332414,0.21329745720820747,0.006744985443555671,0.5373481987857812,0.5800164154119383
1990/1/19 0:00,0.7568315195122254,1.6771485089226328,0.845557648821569,0.6844811093782395,0.21598018616749845,0.006991803977615457,0.5359483403810493,0.598143600483922
1990/1/20 0:00,0.7567016434604985,1.677663324253742,0.8541787475048432,0.6810512158477692,0.2119929731258524,0.007107915828003055,0.5410847412920246,0.5906004619038733
1990/1/21 0:00,0.8090296396805593,1.6794661416411982,0.828850572356852,0.6693636735919736,0.2094312884381752,0.007131748553347997,0.541791806536828,0.5879636573076361
1990/1/22 0:00,0.7715571568361194,1.685879453525902,0.8488117971318971,0.6480177801028615,0.21023637318073077,0.006498732447914366,0.5245876496661783,0.5889962177126882
1990/1/23 0:00,0.7831273305523302,1.706058011170822,0.843005038446688,0.6897100060941252,0.20970166109179675,0.00704863969245463,0.5390527143990366,0.6085586025502446
1990/1/24 0:00,0.7572174367969688,1.7013778290039099,0.8269671133626937,0.6820029770315474,0.2075927314795283,0.0070788023273153635,0.5408938139547778,0.5870510483959952
1990/1/25 0:00,0.7790482107961764,1.692987608333947,0.826140941318211,0.697258767541568,0.21259814932696736,0.006861399820544241,0.5414181543445187,0.6144266462400132
1990/1/26 0:00,0.750083236919359,1.7051479020941964,0.827771109373813,0.6826017432557101,0.21478440465453114,0.006997278177036203,0.5384928415426429,0.5770393586414309
1990/1/27 0:00,0.7441252626332098,1.6747030273048513,0.8177562184317569,0.6770652063790896,0.21058605480456485,0.006978440544489168,0.5463603463450613,0.6048665750271816
1990/1/28 0:00,0.7509108886389326,1.7004906688276689,0.8295627213511352,0.6777616557176871,0.21526247907526114,0.006780107127355817,0.5419834501968661,0.5845176870501934
1990/1/29 0:00,0.7566579991490134,1.6917921793157156,0.843755844953922,0.6713982469365154,0.2105517250702383,0.006930611947663726,0.5297599956214996,0.5864827613803435
1990/1/30 0:00,0.7496561562493886,1.6899488534050626,0.8347622212645691,0.6278672242669812,0.2066813688881412,0.007013417891936223,0.5429185007081636,0.5844765046527355
1990/1/31 0:00,0.7295647920991768,1.7275447650197333,0.8157078142874132,0.6566204174152388,0.21369608289342024,0.006718568896211968,0.5335441864606292,0.5838331077426256
1990/2/1 0:00,0.7383648763917944,1.7014367826807641,0.8066001990358354,0.6403392852110882,0.21204534724101357,0.007048237968005589,0.53003001796259,0.5788504270632181
1990/2/2 0:00,0.767399648011988,1.6731002409994102,0.8491316781198122,0.6854481334158947,0.2095399792356516,0.006972527157491994,0.5444091483827801,0.6012297150801176
